date,day_of_week,temperature,weather,season,event,is_weekend,holiday,menu_item,historical_sales,price,promotion,predicted_sales,production,actual_sales,wastage
29-02-2024,Thursday,27.3,Cloudy,Summer,None,0,0,Noodles,61,160,0,56,60,61,0
29-02-2024,Thursday,27.3,Cloudy,Summer,None,0,0,Paneer_Curry,49,200,0,49,54,49,5
29-02-2024,Thursday,27.3,Cloudy,Summer,None,0,0,Chicken_Curry,72,240,0,69,74,72,2
29-02-2024,Thursday,27.3,Cloudy,Summer,None,0,0,Soup,38,120,0,36,41,38,3
29-02-2024,Thursday,27.3,Cloudy,Summer,None,0,0,Parotta,46,100,0,50,54,46,8
29-02-2024,Thursday,27.3,Cloudy,Summer,None,0,0,Idli,94,60,0,102,116,94,22
29-02-2024,Thursday,27.3,Cloudy,Summer,None,0,0,Dosa,71,80,0,65,70,71,0
29-02-2024,Thursday,27.3,Cloudy,Summer,None,0,0,Samosa,102,30,0,95,107,102,5
29-02-2024,Thursday,27.3,Cloudy,Summer,None,0,0,Cooldrinks,124,50,0,128,145,124,21
29-02-2024,Thursday,27.3,Cloudy,Summer,None,0,0,IceCream,70,90,0,69,76,70,6
29-02-2024,Thursday,27.3,Cloudy,Summer,None,0,0,Puri,84,70,0,78,87,84,3
29-02-2024,Thursday,27.3,Cloudy,Summer,None,0,0,Tea,173,20,0,163,173,173,0
29-02-2024,Thursday,27.3,Cloudy,Summer,None,0,0,Coffee,132,40,0,123,129,132,0
01-03-2024,Friday,33.9,Cloudy,Summer,None,0,0,Biryani,106,220,0,104,116,106,10
01-03-2024,Friday,33.9,Cloudy,Summer,None,0,0,Fried_Rice,78,180,0,72,77,78,0
01-03-2024,Friday,33.9,Cloudy,Summer,None,0,0,Noodles,71,160,0,68,72,71,1
01-03-2024,Friday,33.9,Cloudy,Summer,None,0,0,Paneer_Curry,47,200,0,45,50,47,3
01-03-2024,Friday,33.9,Cloudy,Summer,None,0,0,Chicken_Curry,69,240,0,69,79,69,10
01-03-2024,Friday,33.9,Cloudy,Summer,None,0,0,Soup,41,120,0,44,49,41,8
01-03-2024,Friday,33.9,Cloudy,Summer,None,0,0,Parotta,44,100,0,43,48,44,4
01-03-2024,Friday,33.9,Cloudy,Summer,None,0,0,Idli,91,60,0,91,100,91,9
01-03-2024,Friday,33.9,Cloudy,Summer,None,0,0,Dosa,74,80,0,66,75,74,1
01-03-2024,Friday,33.9,Cloudy,Summer,None,0,0,Samosa,99,30,0,107,117,99,18
01-03-2024,Friday,33.9,Cloudy,Summer,None,0,0,Cooldrinks,120,50,0,131,144,120,24
01-03-2024,Friday,33.9,Cloudy,Summer,None,0,0,IceCream,72,90,0,74,83,72,11
01-03-2024,Friday,33.9,Cloudy,Summer,None,0,0,Puri,78,70,0,85,95,78,17
01-03-2024,Friday,33.9,Cloudy,Summer,None,0,0,Tea,180,20,0,186,202,180,22
01-03-2024,Friday,33.9,Cloudy,Summer,None,0,0,Coffee,138,40,0,148,158,138,20
02-03-2024,Saturday,32.5,Cloudy,Winter,None,1,0,Biryani,148,220,1,157,178,148,30
02-03-2024,Saturday,32.5,Cloudy,Winter,None,1,0,Fried_Rice,84,180,1,88,96,84,12
02-03-2024,Saturday,32.5,Cloudy,Winter,None,1,0,Noodles,89,160,1,83,94,89,5
02-03-2024,Saturday,32.5,Cloudy,Winter,None,1,0,Paneer_Curry,69,200,1,63,68,69,0
02-03-2024,Saturday,32.5,Cloudy,Winter,None,1,0,Chicken_Curry,110,240,1,116,132,110,22
02-03-2024,Saturday,32.5,Cloudy,Winter,None,1,0,Soup,51,120,1,51,58,51,7
02-03-2024,Saturday,32.5,Cloudy,Winter,None,1,0,Parotta,67,100,1,61,68,67,1
02-03-2024,Saturday,32.5,Cloudy,Winter,None,1,0,Idli,128,60,1,135,147,128,19
02-03-2024,Saturday,32.5,Cloudy,Winter,None,1,0,Dosa,107,80,1,117,129,107,22
02-03-2024,Saturday,32.5,Cloudy,Winter,None,1,0,Samosa,124,30,1,120,130,124,6
02-03-2024,Saturday,32.5,Cloudy,Winter,None,1,0,Cooldrinks,134,50,1,122,132,134,0
02-03-2024,Saturday,32.5,Cloudy,Winter,None,1,0,IceCream,112,90,1,115,128,112,16
02-03-2024,Saturday,32.5,Cloudy,Winter,None,1,0,Puri,106,70,1,95,101,106,0
02-03-2024,Saturday,32.5,Cloudy,Winter,None,1,0,Tea,209,20,1,188,212,209,3
02-03-2024,Saturday,32.5,Cloudy,Winter,None,1,0,Coffee,201,40,1,211,233,201,32
03-03-2024,Sunday,35.6,Cloudy,Monsoon,None,1,0,Biryani,142,220,0,128,137,142,0
03-03-2024,Sunday,35.6,Cloudy,Monsoon,None,1,0,Fried_Rice,81,180,0,83,90,81,9
03-03-2024,Sunday,35.6,Cloudy,Monsoon,None,1,0,Noodles,93,160,0,90,95,93,2
03-03-2024,Sunday,35.6,Cloudy,Monsoon,None,1,0,Paneer_Curry,70,200,0,69,77,70,7
03-03-2024,Sunday,35.6,Cloudy,Monsoon,None,1,0,Chicken_Curry,89,240,0,95,104,89,15
03-03-2024,Sunday,35.6,Cloudy,Monsoon,None,1,0,Soup,27,120,0,26,29,27,2
03-03-2024,Sunday,35.6,Cloudy,Monsoon,None,1,0,Parotta,68,100,0,66,73,68,5
03-03-2024,Sunday,35.6,Cloudy,Monsoon,None,1,0,Idli,128,60,0,137,155,128,27
03-03-2024,Sunday,35.6,Cloudy,Monsoon,None,1,0,Dosa,98,80,0,102,114,98,16
03-03-2024,Sunday,35.6,Cloudy,Monsoon,None,1,0,Samosa,146,30,0,135,147,146,1
03-03-2024,Sunday,35.6,Cloudy,Monsoon,None,1,0,Cooldrinks,201,50,0,199,228,201,27
03-03-2024,Sunday,35.6,Cloudy,Monsoon,None,1,0,IceCream,162,90,0,163,181,162,19
03-03-2024,Sunday,35.6,Cloudy,Monsoon,None,1,0,Puri,84,70,0,88,94,84,10
03-03-2024,Sunday,35.6,Cloudy,Monsoon,None,1,0,Tea,179,20,0,177,190,179,11
03-03-2024,Sunday,35.6,Cloudy,Monsoon,None,1,0,Coffee,174,40,0,179,202,174,28
04-03-2024,Monday,29.4,Rainy,Summer,None,0,0,Biryani,129,220,0,127,133,129,4
04-03-2024,Monday,29.4,Rainy,Summer,None,0,0,Fried_Rice,72,180,0,72,75,72,3
04-03-2024,Monday,29.4,Rainy,Summer,None,0,0,Noodles,77,160,0,79,85,77,8
04-03-2024,Monday,29.4,Rainy,Summer,None,0,0,Paneer_Curry,62,200,0,68,77,62,15
04-03-2024,Monday,29.4,Rainy,Summer,None,0,0,Chicken_Curry,79,240,0,84,90,79,11
04-03-2024,Monday,29.4,Rainy,Summer,None,0,0,Soup,40,120,0,36,41,40,1
04-03-2024,Monday,29.4,Rainy,Summer,None,0,0,Parotta,72,100,0,69,77,72,5
04-03-2024,Monday,29.4,Rainy,Summer,None,0,0,Idli,111,60,0,122,131,111,20
04-03-2024,Monday,29.4,Rainy,Summer,None,0,0,Dosa,93,80,0,84,91,93,0
04-03-2024,Monday,29.4,Rainy,Summer,None,0,0,Samosa,169,30,0,171,184,169,15
04-03-2024,Monday,29.4,Rainy,Summer,None,0,0,Cooldrinks,128,50,0,131,140,128,12
04-03-2024,Monday,29.4,Rainy,Summer,None,0,0,IceCream,117,90,0,106,120,117,3
04-03-2024,Monday,29.4,Rainy,Summer,None,0,0,Puri,84,70,0,86,95,84,11
04-03-2024,Monday,29.4,Rainy,Summer,None,0,0,Tea,237,20,0,241,267,237,30
04-03-2024,Monday,29.4,Rainy,Summer,None,0,0,Coffee,157,40,0,172,193,157,36
05-03-2024,Tuesday,37.1,Sunny,Monsoon,Festival,0,1,Biryani,140,220,0,136,151,140,11
05-03-2024,Tuesday,37.1,Sunny,Monsoon,Festival,0,1,Fried_Rice,88,180,0,86,94,88,6
05-03-2024,Tuesday,37.1,Sunny,Monsoon,Festival,0,1,Noodles,104,160,0,111,121,104,17
05-03-2024,Tuesday,37.1,Sunny,Monsoon,Festival,0,1,Paneer_Curry,72,200,0,78,88,72,16
05-03-2024,Tuesday,37.1,Sunny,Monsoon,Festival,0,1,Chicken_Curry,106,240,0,103,117,106,11
05-03-2024,Tuesday,37.1,Sunny,Monsoon,Festival,0,1,Soup,28,120,0,28,32,28,4
05-03-2024,Tuesday,37.1,Sunny,Monsoon,Festival,0,1,Parotta,74,100,0,67,74,74,0
05-03-2024,Tuesday,37.1,Sunny,Monsoon,Festival,0,1,Idli,141,60,0,138,147,141,6
05-03-2024,Tuesday,37.1,Sunny,Monsoon,Festival,0,1,Dosa,121,80,0,109,120,121,0
05-03-2024,Tuesday,37.1,Sunny,Monsoon,Festival,0,1,Samosa,176,30,0,160,178,176,2
05-03-2024,Tuesday,37.1,Sunny,Monsoon,Festival,0,1,Cooldrinks,198,50,0,179,191,198,0
05-03-2024,Tuesday,37.1,Sunny,Monsoon,Festival,0,1,IceCream,140,90,0,145,165,140,25
05-03-2024,Tuesday,37.1,Sunny,Monsoon,Festival,0,1,Puri,87,70,0,89,101,87,14
05-03-2024,Tuesday,37.1,Sunny,Monsoon,Festival,0,1,Tea,219,20,0,233,259,219,40
05-03-2024,Tuesday,37.1,Sunny,Monsoon,Festival,0,1,Coffee,204,40,0,186,209,204,5
06-03-2024,Wednesday,30.8,Cloudy,Winter,None,0,0,Biryani,108,220,0,110,125,108,17
06-03-2024,Wednesday,30.8,Cloudy,Winter,None,0,0,Fried_Rice,79,180,0,74,84,79,5
06-03-2024,Wednesday,30.8,Cloudy,Winter,None,0,0,Noodles,83,160,0,89,95,83,12
06-03-2024,Wednesday,30.8,Cloudy,Winter,None,0,0,Paneer_Curry,55,200,0,58,66,55,11
06-03-2024,Wednesday,30.8,Cloudy,Winter,None,0,0,Chicken_Curry,94,240,0,85,96,94,2
06-03-2024,Wednesday,30.8,Cloudy,Winter,None,0,0,Soup,34,120,0,33,37,34,3
06-03-2024,Wednesday,30.8,Cloudy,Winter,None,0,0,Parotta,57,100,0,52,56,57,0
06-03-2024,Wednesday,30.8,Cloudy,Winter,None,0,0,Idli,116,60,0,126,133,116,17
06-03-2024,Wednesday,30.8,Cloudy,Winter,None,0,0,Dosa,102,80,0,99,104,102,2
06-03-2024,Wednesday,30.8,Cloudy,Winter,None,0,0,Samosa,124,30,0,123,132,124,8
06-03-2024,Wednesday,30.8,Cloudy,Winter,None,0,0,Cooldrinks,125,50,0,115,122,125,0
06-03-2024,Wednesday,30.8,Cloudy,Winter,None,0,0,IceCream,84,90,0,89,96,84,12
06-03-2024,Wednesday,30.8,Cloudy,Winter,None,0,0,Puri,78,70,0,74,79,78,1
06-03-2024,Wednesday,30.8,Cloudy,Winter,None,0,0,Tea,181,20,0,175,195,181,14
06-03-2024,Wednesday,30.8,Cloudy,Winter,None,0,0,Coffee,158,40,0,144,154,158,0
07-03-2024,Thursday,28.5,Sunny,Monsoon,Local_Event,0,0,Biryani,107,220,0,98,111,107,4
07-03-2024,Thursday,28.5,Sunny,Monsoon,Local_Event,0,0,Fried_Rice,78,180,0,72,79,78,1
07-03-2024,Thursday,28.5,Sunny,Monsoon,Local_Event,0,0,Noodles,78,160,0,82,88,78,10
07-03-2024,Thursday,28.5,Sunny,Monsoon,Local_Event,0,0,Paneer_Curry,53,200,0,52,59,53,6
07-03-2024,Thursday,28.5,Sunny,Monsoon,Local_Event,0,0,Chicken_Curry,82,240,0,80,89,82,7
07-03-2024,Thursday,28.5,Sunny,Monsoon,Local_Event,0,0,Soup,33,120,0,30,32,33,0
07-03-2024,Thursday,28.5,Sunny,Monsoon,Local_Event,0,0,Parotta,45,100,0,45,51,45,6
07-03-2024,Thursday,28.5,Sunny,Monsoon,Local_Event,0,0,Idli,95,60,0,86,91,95,0
07-03-2024,Thursday,28.5,Sunny,Monsoon,Local_Event,0,0,Dosa,97,80,0,98,110,97,13
07-03-2024,Thursday,28.5,Sunny,Monsoon,Local_Event,0,0,Samosa,87,30,0,89,98,87,11
07-03-2024,Thursday,28.5,Sunny,Monsoon,Local_Event,0,0,Cooldrinks,121,50,0,125,139,121,18
07-03-2024,Thursday,28.5,Sunny,Monsoon,Local_Event,0,0,IceCream,77,90,0,71,79,77,2
07-03-2024,Thursday,28.5,Sunny,Monsoon,Local_Event,0,0,Puri,77,70,0,75,82,77,5
07-03-2024,Thursday,28.5,Sunny,Monsoon,Local_Event,0,0,Tea,171,20,0,179,197,171,26
07-03-2024,Thursday,28.5,Sunny,Monsoon,Local_Event,0,0,Coffee,162,40,0,173,188,162,26
08-03-2024,Friday,26.5,Sunny,Winter,None,0,0,Biryani,112,220,0,104,117,112,5
08-03-2024,Friday,26.5,Sunny,Winter,None,0,0,Fried_Rice,75,180,0,82,90,75,15
08-03-2024,Friday,26.5,Sunny,Winter,None,0,0,Noodles,67,160,0,62,67,67,0
08-03-2024,Friday,26.5,Sunny,Winter,None,0,0,Paneer_Curry,50,200,0,45,49,50,0
08-03-2024,Friday,26.5,Sunny,Winter,None,0,0,Chicken_Curry,85,240,0,90,101,85,16
08-03-2024,Friday,26.5,Sunny,Winter,None,0,0,Soup,36,120,0,33,35,36,0
08-03-2024,Friday,26.5,Sunny,Winter,None,0,0,Parotta,42,100,0,45,48,42,6
08-03-2024,Friday,26.5,Sunny,Winter,None,0,0,Idli,98,60,0,100,112,98,14
08-03-2024,Friday,26.5,Sunny,Winter,None,0,0,Dosa,93,80,0,86,94,93,1
08-03-2024,Friday,26.5,Sunny,Winter,None,0,0,Samosa,87,30,0,86,98,87,11
08-03-2024,Friday,26.5,Sunny,Winter,None,0,0,Cooldrinks,101,50,0,91,98,101,0
08-03-2024,Friday,26.5,Sunny,Winter,None,0,0,IceCream,69,90,0,74,81,69,12
08-03-2024,Friday,26.5,Sunny,Winter,None,0,0,Puri,73,70,0,72,81,73,8
08-03-2024,Friday,26.5,Sunny,Winter,None,0,0,Tea,165,20,0,162,179,165,14
08-03-2024,Friday,26.5,Sunny,Winter,None,0,0,Coffee,133,40,0,146,164,133,31
09-03-2024,Saturday,34.7,Sunny,Winter,None,1,0,Biryani,118,220,0,121,129,118,11
09-03-2024,Saturday,34.7,Sunny,Winter,None,1,0,Fried_Rice,80,180,0,84,89,80,9
09-03-2024,Saturday,34.7,Sunny,Winter,None,1,0,Noodles,86,160,0,88,94,86,8
09-03-2024,Saturday,34.7,Sunny,Winter,None,1,0,Paneer_Curry,55,200,0,53,58,55,3
09-03-2024,Saturday,34.7,Sunny,Winter,None,1,0,Chicken_Curry,96,240,0,101,115,96,19
09-03-2024,Saturday,34.7,Sunny,Winter,None,1,0,Soup,27,120,0,25,26,27,0
09-03-2024,Saturday,34.7,Sunny,Winter,None,1,0,Parotta,58,100,0,58,64,58,6
09-03-2024,Saturday,34.7,Sunny,Winter,None,1,0,Idli,114,60,0,122,138,114,24
09-03-2024,Saturday,34.7,Sunny,Winter,None,1,0,Dosa,91,80,0,98,106,91,15
09-03-2024,Saturday,34.7,Sunny,Winter,None,1,0,Samosa,116,30,0,114,120,116,4
09-03-2024,Saturday,34.7,Sunny,Winter,None,1,0,Cooldrinks,148,50,0,141,153,148,5
09-03-2024,Saturday,34.7,Sunny,Winter,None,1,0,IceCream,107,90,0,102,107,107,0
09-03-2024,Saturday,34.7,Sunny,Winter,None,1,0,Puri,79,70,0,81,89,79,10
09-03-2024,Saturday,34.7,Sunny,Winter,None,1,0,Tea,132,20,0,126,140,132,8
09-03-2024,Saturday,34.7,Sunny,Winter,None,1,0,Coffee,147,40,0,149,163,147,16
10-03-2024,Sunday,32.7,Sunny,Winter,None,1,0,Biryani,122,220,0,127,141,122,19
10-03-2024,Sunday,32.7,Sunny,Winter,None,1,0,Fried_Rice,81,180,0,80,86,81,5
10-03-2024,Sunday,32.7,Sunny,Winter,None,1,0,Noodles,80,160,0,77,87,80,7
10-03-2024,Sunday,32.7,Sunny,Winter,None,1,0,Paneer_Curry,64,200,0,58,61,64,0
10-03-2024,Sunday,32.7,Sunny,Winter,None,1,0,Chicken_Curry,94,240,0,87,96,94,2
10-03-2024,Sunday,32.7,Sunny,Winter,None,1,0,Soup,38,120,0,36,39,38,1
10-03-2024,Sunday,32.7,Sunny,Winter,None,1,0,Parotta,44,100,0,45,50,44,6
10-03-2024,Sunday,32.7,Sunny,Winter,None,1,0,Idli,123,60,0,132,149,123,26
10-03-2024,Sunday,32.7,Sunny,Winter,None,1,0,Dosa,114,80,0,119,125,114,11
10-03-2024,Sunday,32.7,Sunny,Winter,None,1,0,Samosa,112,30,0,109,124,112,12
10-03-2024,Sunday,32.7,Sunny,Winter,None,1,0,Cooldrinks,149,50,0,160,182,149,33
10-03-2024,Sunday,32.7,Sunny,Winter,None,1,0,IceCream,106,90,0,101,107,106,1
10-03-2024,Sunday,32.7,Sunny,Winter,None,1,0,Puri,82,70,0,76,82,82,0
10-03-2024,Sunday,32.7,Sunny,Winter,None,1,0,Tea,171,20,0,158,177,171,6
10-03-2024,Sunday,32.7,Sunny,Winter,None,1,0,Coffee,144,40,0,144,155,144,11
11-03-2024,Monday,22.4,Cloudy,Summer,None,0,0,Biryani,109,220,0,106,115,109,6
11-03-2024,Monday,22.4,Cloudy,Summer,None,0,0,Fried_Rice,74,180,0,68,77,74,3
11-03-2024,Monday,22.4,Cloudy,Summer,None,0,0,Noodles,67,160,0,67,75,67,8
11-03-2024,Monday,22.4,Cloudy,Summer,None,0,0,Paneer_Curry,62,200,0,67,70,62,8
11-03-2024,Monday,22.4,Cloudy,Summer,None,0,0,Chicken_Curry,69,240,0,65,73,69,4
11-03-2024,Monday,22.4,Cloudy,Summer,None,0,0,Soup,45,120,0,45,48,45,3
11-03-2024,Monday,22.4,Cloudy,Summer,None,0,0,Parotta,44,100,0,47,53,44,9
11-03-2024,Monday,22.4,Cloudy,Summer,None,0,0,Idli,114,60,0,122,130,114,16
11-03-2024,Monday,22.4,Cloudy,Summer,None,0,0,Dosa,108,80,0,116,130,108,22
11-03-2024,Monday,22.4,Cloudy,Summer,None,0,0,Samosa,107,30,0,101,110,107,3
11-03-2024,Monday,22.4,Cloudy,Summer,None,0,0,Cooldrinks,128,50,0,135,142,128,14
11-03-2024,Monday,22.4,Cloudy,Summer,None,0,0,IceCream,79,90,0,73,77,79,0
11-03-2024,Monday,22.4,Cloudy,Summer,None,0,0,Puri,85,70,0,76,83,85,0
11-03-2024,Monday,22.4,Cloudy,Summer,None,0,0,Tea,197,20,0,204,232,197,35
11-03-2024,Monday,22.4,Cloudy,Summer,None,0,0,Coffee,185,40,0,194,205,185,20
12-03-2024,Tuesday,30.6,Sunny,Winter,None,0,0,Biryani,107,220,0,98,107,107,0
12-03-2024,Tuesday,30.6,Sunny,Winter,None,0,0,Fried_Rice,79,180,0,74,80,79,1
12-03-2024,Tuesday,30.6,Sunny,Winter,None,0,0,Noodles,64,160,0,67,75,64,11
12-03-2024,Tuesday,30.6,Sunny,Winter,None,0,0,Paneer_Curry,52,200,0,49,56,52,4
12-03-2024,Tuesday,30.6,Sunny,Winter,None,0,0,Chicken_Curry,60,240,0,55,62,60,2
12-03-2024,Tuesday,30.6,Sunny,Winter,None,0,0,Soup,41,120,0,37,40,41,0
12-03-2024,Tuesday,30.6,Sunny,Winter,None,0,0,Parotta,52,100,0,51,54,52,2
12-03-2024,Tuesday,30.6,Sunny,Winter,None,0,0,Idli,104,60,0,105,117,104,13
12-03-2024,Tuesday,30.6,Sunny,Winter,None,0,0,Dosa,95,80,0,86,93,95,0
12-03-2024,Tuesday,30.6,Sunny,Winter,None,0,0,Samosa,104,30,0,113,126,104,22
12-03-2024,Tuesday,30.6,Sunny,Winter,None,0,0,Cooldrinks,98,50,0,89,96,98,0
12-03-2024,Tuesday,30.6,Sunny,Winter,None,0,0,IceCream,60,90,0,64,72,60,12
12-03-2024,Tuesday,30.6,Sunny,Winter,None,0,0,Puri,88,70,0,89,96,88,8
12-03-2024,Tuesday,30.6,Sunny,Winter,None,0,0,Tea,171,20,0,166,181,171,10
12-03-2024,Tuesday,30.6,Sunny,Winter,None,0,0,Coffee,154,40,0,159,177,154,23
13-03-2024,Wednesday,29.3,Sunny,Monsoon,None,0,0,Biryani,118,220,1,109,116,118,0
13-03-2024,Wednesday,29.3,Sunny,Monsoon,None,0,0,Fried_Rice,101,180,1,92,99,101,0
13-03-2024,Wednesday,29.3,Sunny,Monsoon,None,0,0,Noodles,76,160,1,83,89,76,13
13-03-2024,Wednesday,29.3,Sunny,Monsoon,None,0,0,Paneer_Curry,67,200,1,60,65,67,0
13-03-2024,Wednesday,29.3,Sunny,Monsoon,None,0,0,Chicken_Curry,81,240,1,79,85,81,4
13-03-2024,Wednesday,29.3,Sunny,Monsoon,None,0,0,Soup,44,120,1,42,44,44,0
13-03-2024,Wednesday,29.3,Sunny,Monsoon,None,0,0,Parotta,57,100,1,60,65,57,8
13-03-2024,Wednesday,29.3,Sunny,Monsoon,None,0,0,Idli,128,60,1,132,138,128,10
13-03-2024,Wednesday,29.3,Sunny,Monsoon,None,0,0,Dosa,106,80,1,115,123,106,17
13-03-2024,Wednesday,29.3,Sunny,Monsoon,None,0,0,Samosa,123,30,1,123,134,123,11
13-03-2024,Wednesday,29.3,Sunny,Monsoon,None,0,0,Cooldrinks,109,50,1,103,113,109,4
13-03-2024,Wednesday,29.3,Sunny,Monsoon,None,0,0,IceCream,83,90,1,78,88,83,5
13-03-2024,Wednesday,29.3,Sunny,Monsoon,None,0,0,Puri,96,70,1,97,109,96,13
13-03-2024,Wednesday,29.3,Sunny,Monsoon,None,0,0,Tea,215,20,1,207,222,215,7
13-03-2024,Wednesday,29.3,Sunny,Monsoon,None,0,0,Coffee,188,40,1,177,201,188,13
14-03-2024,Thursday,29,Sunny,Summer,None,0,0,Biryani,119,220,0,130,136,119,17
14-03-2024,Thursday,29,Sunny,Summer,None,0,0,Fried_Rice,92,180,0,95,100,92,8
14-03-2024,Thursday,29,Sunny,Summer,None,0,0,Noodles,73,160,0,79,84,73,11
14-03-2024,Thursday,29,Sunny,Summer,None,0,0,Paneer_Curry,51,200,0,49,54,51,3
14-03-2024,Thursday,29,Sunny,Summer,None,0,0,Chicken_Curry,81,240,0,79,84,81,3
14-03-2024,Thursday,29,Sunny,Summer,None,0,0,Soup,38,120,0,39,44,38,6
14-03-2024,Thursday,29,Sunny,Summer,None,0,0,Parotta,45,100,0,41,44,45,0
14-03-2024,Thursday,29,Sunny,Summer,None,0,0,Idli,117,60,0,109,116,117,0
14-03-2024,Thursday,29,Sunny,Summer,None,0,0,Dosa,106,80,0,95,107,106,1
14-03-2024,Thursday,29,Sunny,Summer,None,0,0,Samosa,113,30,0,122,133,113,20
14-03-2024,Thursday,29,Sunny,Summer,None,0,0,Cooldrinks,95,50,0,86,90,95,0
14-03-2024,Thursday,29,Sunny,Summer,None,0,0,IceCream,63,90,0,57,63,63,0
14-03-2024,Thursday,29,Sunny,Summer,None,0,0,Puri,94,70,0,84,94,94,0
14-03-2024,Thursday,29,Sunny,Summer,None,0,0,Tea,184,20,0,187,203,184,19
14-03-2024,Thursday,29,Sunny,Summer,None,0,0,Coffee,158,40,0,172,189,158,31
15-03-2024,Friday,33.8,Sunny,Monsoon,None,0,0,Biryani,100,220,0,93,98,100,0
15-03-2024,Friday,33.8,Sunny,Monsoon,None,0,0,Fried_Rice,71,180,0,67,72,71,1
15-03-2024,Friday,33.8,Sunny,Monsoon,None,0,0,Noodles,64,160,0,60,63,64,0
15-03-2024,Friday,33.8,Sunny,Monsoon,None,0,0,Paneer_Curry,52,200,0,49,52,52,0
15-03-2024,Friday,33.8,Sunny,Monsoon,None,0,0,Chicken_Curry,74,240,0,71,79,74,5
15-03-2024,Friday,33.8,Sunny,Monsoon,None,0,0,Soup,38,120,0,39,42,38,4
15-03-2024,Friday,33.8,Sunny,Monsoon,None,0,0,Parotta,47,100,0,48,53,47,6
15-03-2024,Friday,33.8,Sunny,Monsoon,None,0,0,Idli,99,60,0,94,107,99,8
15-03-2024,Friday,33.8,Sunny,Monsoon,None,0,0,Dosa,89,80,0,89,99,89,10
15-03-2024,Friday,33.8,Sunny,Monsoon,None,0,0,Samosa,95,30,0,87,92,95,0
15-03-2024,Friday,33.8,Sunny,Monsoon,None,0,0,Cooldrinks,80,50,0,85,94,80,14
15-03-2024,Friday,33.8,Sunny,Monsoon,None,0,0,IceCream,73,90,0,69,79,73,6
15-03-2024,Friday,33.8,Sunny,Monsoon,None,0,0,Puri,80,70,0,77,83,80,3
15-03-2024,Friday,33.8,Sunny,Monsoon,None,0,0,Tea,161,20,0,148,164,161,3
15-03-2024,Friday,33.8,Sunny,Monsoon,None,0,0,Coffee,142,40,0,152,171,142,29
16-03-2024,Saturday,30.6,Sunny,Winter,None,1,0,Biryani,106,220,0,103,115,106,9
16-03-2024,Saturday,30.6,Sunny,Winter,None,1,0,Fried_Rice,79,180,0,86,91,79,12
16-03-2024,Saturday,30.6,Sunny,Winter,None,1,0,Noodles,71,160,0,77,88,71,17
16-03-2024,Saturday,30.6,Sunny,Winter,None,1,0,Paneer_Curry,63,200,0,63,71,63,8
16-03-2024,Saturday,30.6,Sunny,Winter,None,1,0,Chicken_Curry,94,240,0,90,98,94,4
16-03-2024,Saturday,30.6,Sunny,Winter,None,1,0,Soup,38,120,0,37,40,38,2
16-03-2024,Saturday,30.6,Sunny,Winter,None,1,0,Parotta,61,100,0,61,69,61,8
16-03-2024,Saturday,30.6,Sunny,Winter,None,1,0,Idli,120,60,0,121,136,120,16
16-03-2024,Saturday,30.6,Sunny,Winter,None,1,0,Dosa,105,80,0,94,106,105,1
16-03-2024,Saturday,30.6,Sunny,Winter,None,1,0,Samosa,117,30,0,111,126,117,9
16-03-2024,Saturday,30.6,Sunny,Winter,None,1,0,Cooldrinks,94,50,0,86,91,94,0
16-03-2024,Saturday,30.6,Sunny,Winter,None,1,0,IceCream,79,90,0,81,89,79,10
16-03-2024,Saturday,30.6,Sunny,Winter,None,1,0,Puri,97,70,0,99,110,97,13
16-03-2024,Saturday,30.6,Sunny,Winter,None,1,0,Tea,145,20,0,138,155,145,10
16-03-2024,Saturday,30.6,Sunny,Winter,None,1,0,Coffee,167,40,0,157,175,167,8
17-03-2024,Sunday,32.5,Cloudy,Summer,None,1,0,Biryani,107,220,0,100,106,107,0
17-03-2024,Sunday,32.5,Cloudy,Summer,None,1,0,Fried_Rice,80,180,0,87,92,80,12
17-03-2024,Sunday,32.5,Cloudy,Summer,None,1,0,Noodles,77,160,0,78,85,77,8
17-03-2024,Sunday,32.5,Cloudy,Summer,None,1,0,Paneer_Curry,70,200,0,74,81,70,11
17-03-2024,Sunday,32.5,Cloudy,Summer,None,1,0,Chicken_Curry,98,240,0,103,115,98,17
17-03-2024,Sunday,32.5,Cloudy,Summer,None,1,0,Soup,42,120,0,43,48,42,6
17-03-2024,Sunday,32.5,Cloudy,Summer,None,1,0,Parotta,68,100,0,66,74,68,6
17-03-2024,Sunday,32.5,Cloudy,Summer,None,1,0,Idli,110,60,0,99,107,110,0
17-03-2024,Sunday,32.5,Cloudy,Summer,None,1,0,Dosa,110,80,0,111,125,110,15
17-03-2024,Sunday,32.5,Cloudy,Summer,None,1,0,Samosa,124,30,0,133,141,124,17
17-03-2024,Sunday,32.5,Cloudy,Summer,None,1,0,Cooldrinks,103,50,0,110,126,103,23
17-03-2024,Sunday,32.5,Cloudy,Summer,None,1,0,IceCream,90,90,0,98,108,90,18
17-03-2024,Sunday,32.5,Cloudy,Summer,None,1,0,Puri,104,70,0,100,113,104,9
17-03-2024,Sunday,32.5,Cloudy,Summer,None,1,0,Tea,178,20,0,169,190,178,12
17-03-2024,Sunday,32.5,Cloudy,Summer,None,1,0,Coffee,180,40,0,164,187,180,7
18-03-2024,Monday,26.8,Sunny,Summer,None,0,0,Biryani,101,220,0,104,114,101,13
